"","VD","CONT_PREC","OCORRENCIA","CONT_SEGUINTE","ITEM_LEXICAL","TRANSC_FONOLOGICA_SILAC","CONT_FON_PREC","CFP_abertura","CFP_anterioridade","CFP_tracoposicao1","CFP_tracoposicao2","CONT_FON_SEG","CFS_pontoc","CFS_sonor","TONICIDADE","POSICAO_S","CLASSE_MORFOLOGICA","CLASSE_MORFOLOGICA2","CLASSE_MORFOLOGICA3","MORFEMA.PLURAL","MORFEMA.PLURAL2","MUDANCA.SENTIDO","ESTILO","ARQUIVO.x","ANO.ENTREVISTA","LOCALIZACAO","PARTICIPANTE","STATUS_MORFOLOGICO","ARQUIVO.y","PERFIL","ESTADO","AMOSTRA","GENERO","IDADE","FAIXA_ETARIA","ESCOLARIDADE","ESCOLARIDADE2","INDICE_ESCOL_OUSHIRO","INDICE_ESCOL3","OCUPACAO","INDICE_OCUPACAO","TRABALHO.OUTROCARGO","INDICE_OUTRO_CARGO","INDICE_OUTRO_CARGO2","TRABALHO.SONHO","INDICE_OCUPACAO_SONHOS","INDICE_OCUPACAO_SONHOS2","OCUPACAO_LOCOMOCAO","OCUPACAO_LOCOMOCAO2","INDICE_LOCOMOCAO","OCUPACAO_DIST","MEGA_SENA","MEGA_SENA2","INDICE_MEGA","MEGASENA_TRABALHAR","MEGASENA_TRABALHAR2","INDICE_MEGA_TRABALHO","LAZER_CARACTERISTICA","INDICE_LAZER","LAZER_CAMPINAS_CARACTERISTICA","INDICE_LAZER_CAMPINAS","VIAGEM","INDICE_VIAGEM","VIAGEM_LUGAR","INDICE_VIAGEM_LUGAR","LAZER_VIAGEM_VONTADE2","INDICE_VIAGEM_VONTADE","BAIRRO_REGIAO","BAIRRO_REGIAO2","INDICE_BAIRRO","BAIRRO","CIDADE_RES","INFANCIA_MEMORIA","INDICE_INFANCIA","INDICE_SOCIO_OUSHIRO","CLASSE_SOCIAL","CLASSE_SOCIAL_BC","CLASSE_SOCIAL_BCC","IDADE_MIGRACAO","IDADE_MIGRACAO_fat","TEMPO_RESIDENCIA","TEMPO_RESIDENCIA_fat","PROP_VIDA_SP","PROP_VIDA_SP2","CID_ORIGEM","CID_RESIDENCIA","MOTIVO","AMIGOS","VIZINHOS","COLEGAS_ESTADO","COLEGAS_NE","COMIDA","MUSICA","CONVERSA","VOLTA","ONDE_MORARIA","ESTADUALIDADE","PAULISTIDADE","NORDESTINIDADE","DIF_SP","DIF_NE","DIF_FALAR","IMOVEL","INDICE_IMOVEL","PROPRIEDADE","NQUARTOS","NBANHEIROS","NCOMODOS","NPESSOAS","DENSIDADE_HABITACAO","NRENDA","RENDA_IND","INDICE_RENDA_IND","RENDA_FAM","INDICE_RENDA_FAM","ESCOLA_PAI","ESCOLA_PAI2","INDICE_ESCOL_PAI_OUSHIRO","INDICE_ESCOL_PAI","OCUPACAO_PAI","INDICE_OCUPACAO_PAI","ESCOLA_MAE","ESCOLA_MAE2","INDICE_ESCOL_MAE_OUSHIRO","INDICE_ESCOL_MAE","OCUPACAO_MAE","INDICE_OCUPACAO_MAE","OCUPACAO_AMIGO1","AMIGO1_CLASSIFICACAO","OCUPACAO_AMIGO2","AMIGO2_CLASSIFICACAO","OCUPACAO_AMIGO3","AMIGO3_CLASSIFICACAO","OCUPACAO_AMIGO4","AMIGO4_CLASSIFICACAO","OCUPACAO_AMIGO5","AMIGO5_CLASSIFICACAO","DOCUMENTADOR","INDICE_REDE_EST","INDICE_REDE_NE","INDICE_HABITOS","CLASSE_AUTODECLARADA","SAUDE","INDICE_ESCOL3_norm","INDICE_OCUPACAO_norm","INDICE_OUTRO_CARGO2_norm","INDICE_OCUPACAO_SONHOS2_norm","INDICE_LOCOMOCAO_norm","INDICE_MEGA_norm","INDICE_LAZER_norm","INDICE_LAZER_CAMPINAS_norm","INDICE_VIAGEM_norm","INDICE_VIAGEM_LUGAR_norm","INDICE_VIAGEM_VONTADE_norm","INDICE_BAIRRO_norm","INDICE_INFANCIA_norm","INDICE_RENDA_IND_norm","INDICE_RENDA_FAM_norm","INDICE_ESCOL_PAI_norm","INDICE_OCUPACAO_PAI_norm","INDICE_ESCOL_MAE_norm","INDICE_OCUPACAO_MAE_norm","DENSIDADE_HABITACAO_norm","INDICE_IMOVEL_norm","media_m2","PAIS","LAZER","VIAGEM2","INDICE_SOCIO_POLI","CFP_abertura2","CFS_pontoc2","CFS_sonoridade"
"11","P","eu pego sotaque eu | S","acostumado <P>","a falar com os <A>","acostumado","a-ko$-tu-'ma-do","o","meia.fechada","posterior","menos.anterior","mais.posterior","t","coronal","surda","atona","medial","adjetivo","adjetivo","lexical","nao","nao","nao","conversa","ALCP_2017MA-_WellingtonF",2017,"00:20:33.310","WellingtonF",NA,"ALCP_2017MA-_WellingtonF","MA-","AL","amostra2","masculino",21,"1a","medio","medio","3.5",6,"Garçom",1,"nao","sem.perspec",0,"bancario","prof.especializacao",2,"uber/carona","compartilhado",1,NA,"voltar.estado","voltar.estado",1,NA,NA,NA,"custo",2,"custo",2,"sim",1,"nacional",2,"nacional.internacional",2,NA,NA,NA,NA,"Campinas","positiva",2,2.67,"C1","media","media",19,"19-",2,"9-","10","ate1quarto","Arapiraca","Campinas","trabalho","maioria","nao","varios","varios","tododia","sempre","tododia","1xano","outro",10,1,10,"9","0","10","outros",0,"alugado","2","1","3","7",2.3,NA,"1a2SM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fernanda Guirelli",13,13,10,NA,NA,3.33333333333333,0.833333333333333,0,5,5,1.66666666666667,5,5,5,3.33333333333333,5,NA,5,1.25,NA,NA,NA,NA,NA,4.6,0,NA,NA,5,4.44444444444444,3.32,"meio.fechada","coronal","surda"
"12","P","| S e eu estou <E>","acostumado <P>","em ver essas <A> coisa","acostumado","a-ko$-tu-'ma-do","o","meia.fechada","posterior","menos.anterior","mais.posterior","t","coronal","surda","atona","medial","adjetivo","adjetivo","lexical","nao","nao","nao","conversa","ALCP_2017MA-_WellingtonF",2017,"00:20:33.310","WellingtonF",NA,"ALCP_2017MA-_WellingtonF","MA-","AL","amostra2","masculino",21,"1a","medio","medio","3.5",6,"Garçom",1,"nao","sem.perspec",0,"bancario","prof.especializacao",2,"uber/carona","compartilhado",1,NA,"voltar.estado","voltar.estado",1,NA,NA,NA,"custo",2,"custo",2,"sim",1,"nacional",2,"nacional.internacional",2,NA,NA,NA,NA,"Campinas","positiva",2,2.67,"C1","media","media",19,"19-",2,"9-","10","ate1quarto","Arapiraca","Campinas","trabalho","maioria","nao","varios","varios","tododia","sempre","tododia","1xano","outro",10,1,10,"9","0","10","outros",0,"alugado","2","1","3","7",2.3,NA,"1a2SM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fernanda Guirelli",13,13,10,NA,NA,3.33333333333333,0.833333333333333,0,5,5,1.66666666666667,5,5,5,3.33333333333333,5,NA,5,1.25,NA,NA,NA,NA,NA,4.6,0,NA,NA,5,4.44444444444444,3.32,"meio.fechada","coronal","surda"
"13","P","como assim a gente está <E>","acostumado <P>","assim | S tipo eu","acostumado","a-ko$-tu-'ma-do","o","meia.fechada","posterior","menos.anterior","mais.posterior","t","coronal","surda","atona","medial","adjetivo","adjetivo","lexical","nao","nao","nao","conversa","ALCP_2018FB-_VeronicaS",2018,"00:20:42.307","VeronicaS",NA,"ALCP_2018FB-_VeronicaS","FB-","AL","amostra2","feminino",42,"2a.3a","fund2","fund","2.5",4,"faz tudo em uma empresa que produz isopor",1,"nao","sem.perspec",0,"cozinheira","prof.intermediaria",1,"bicicleta","publico",0,"perto","ajudar.outros","ajudar.outros",2,NA,NA,NA,"custo",2,"custo",2,"nao",0,NA,NA,"nacional",1,"periferia.norte","periferia",0,NA,"Holambra","positiva",2,2.38,"C2","baixa","media",38,"20+",4,"9-","10","ate1quarto","Marechal Deodoro","Holambra","trabalho","poucos","varios","alguns","alguns","tododia","nunca","tododia","nunca","SP",10,5,10,"10","8","10","casa",1,"alugado","3+","2","4","7",1.75,NA,"4+SM",3,"4+SM",3,NA,NA,NA,NA,"vigilante",1,NA,NA,NA,NA,"donadecasa",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andreza Parra",5,7,6,NA,NA,2.22222222222222,0.833333333333333,0,2.5,0,3.33333333333333,5,5,0,NA,2.5,0,5,3.75,3,NA,"1",NA,"0",3.5,2.5,NA,NA,5,1.25,2.99,"meio.fechada","coronal","surda"
"14","P","| S porque você sai lá","acostumado <P>","assim a sair na pracinha","acostumado","a-ko$-tu-'ma-do","o","meia.fechada","posterior","menos.anterior","mais.posterior","t","coronal","surda","atona","medial","adjetivo","adjetivo","lexical","nao","nao","nao","conversa","ALCP_2018MA-_FabianoJ",2018,"00:21:06.518","FabianoJ",NA,"ALCP_2018MA-_FabianoJ","MA-","AL","amostra2","masculino",22,"1a","medio","medio","3.5",6,"manutenção de estufa",2,"nao","sem.perspec",0,"tecnico em eletronica","prof.especializacao",2,"onibus","publico",0,"longe","ajudar.outros","ajudar.outros",2,NA,NA,NA,"custo",2,"custo",2,"nao",0,NA,NA,"nacional.internacional",2,"periferia.norte","periferia",0,NA,"Holambra","positiva",2,2,"D","baixa","baixa",19,"19-",2,"9-","9","ate1quarto","Girau do Ponciano","Holambra","trabalho","maioria","alguns","alguns","nao","1xsemana","sempre","tododia","1xano","estado.origem",9,1,10,"5","3","8","casa",1,"alugado","3+",NA,"4","4",1,3,"1SM",0,"2a4SM",2,NA,NA,NA,NA,"pedreiro",1,NA,NA,NA,NA,"donadecasa",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andreza Parra",9,9,11,NA,NA,3.33333333333333,1.66666666666667,0,5,0,3.33333333333333,5,5,0,NA,5,0,5,0,2,NA,"1",NA,"0",2,2.5,NA,NA,5,2.5,3.23,"meio.fechada","coronal","surda"
"15","A","| S que eu já tinha","acostumado <A>","eu queria | S né?","acostumado","a-ko$-tu-'ma-do","o","meia.fechada","posterior","menos.anterior","mais.posterior","t","coronal","surda","atona","medial","adjetivo","adjetivo","lexical","nao","nao","nao","conversa","ALCP_2018MA+_WalterN",2018,"00:21:08.646","WalterN",NA,"ALCP_2018MA+_WalterN","MA+","AL","amostra2","masculino",24,"1a","medio","medio","3.5",6,"Garçom",1,"nao","sem.perspec",0,"advogado","prof.especializacao",2,"moto","próprio",1,"perto","ajudar.outros","ajudar.outros",2,NA,NA,NA,"custo",2,"custo",2,"sim",1,"SP-estado",0,"nacional",1,"periferia.norte","periferia",0,NA,"Holambra","positiva",2,2.25,"C2","baixa","media",13,"19-",12,"10+","50","de1a2quartos","Girau do Ponciano","Holambra","trabalho","maioria","nao","nao","alguns","1xmes","nunca","tododia","nunca","SP",5,8,6,"10","2","6","casa",1,"alugado","2","1","3","4",1.3,3,"1a2SM",1,"2a4SM",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"donadecasa",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andreza Parra",5,7,4,NA,NA,3.33333333333333,0.833333333333333,0,5,5,3.33333333333333,5,5,5,0,2.5,0,5,1.25,2,NA,NA,NA,"0",2.6,2.5,NA,NA,5,2.5,3.28,"meio.fechada","coronal","surda"
"16","A","o trabalho foi tranquilo | S","acostumado <A>","com o trabalho pesado só","acostumado","a-ko$-tu-'ma-do","o","meia.fechada","posterior","menos.anterior","mais.posterior","t","coronal","surda","atona","medial","adjetivo","adjetivo","lexical","nao","nao","nao","conversa","ALCP_2018MA+_WalterN",2018,"00:21:12.579","WalterN",NA,"ALCP_2018MA+_WalterN","MA+","AL","amostra2","masculino",24,"1a","medio","medio","3.5",6,"Garçom",1,"nao","sem.perspec",0,"advogado","prof.especializacao",2,"moto","próprio",1,"perto","ajudar.outros","ajudar.outros",2,NA,NA,NA,"custo",2,"custo",2,"sim",1,"SP-estado",0,"nacional",1,"periferia.norte","periferia",0,NA,"Holambra","positiva",2,2.25,"C2","baixa","media",13,"19-",12,"10+","50","de1a2quartos","Girau do Ponciano","Holambra","trabalho","maioria","nao","nao","alguns","1xmes","nunca","tododia","nunca","SP",5,8,6,"10","2","6","casa",1,"alugado","2","1","3","4",1.3,3,"1a2SM",1,"2a4SM",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"donadecasa",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andreza Parra",5,7,4,NA,NA,3.33333333333333,0.833333333333333,0,5,5,3.33333333333333,5,5,5,0,2.5,0,5,1.25,2,NA,NA,NA,"0",2.6,2.5,NA,NA,5,2.5,3.28,"meio.fechada","coronal","surda"
"17","P","dó | S eu que sou","acostumado <P>","aqui eh moro aqui no","acostumado","a-ko$-tu-'ma-do","o","meia.fechada","posterior","menos.anterior","mais.posterior","t","coronal","surda","atona","medial","adjetivo","adjetivo","lexical","nao","nao","nao","conversa","ALCP_2018MB+_EraldoF",2018,"00:21:12.579","EraldoF",NA,"ALCP_2018MB+_EraldoF","MB+","AL","amostra2","masculino",38,"2a.3a","fund1","fund","1.5",2,"Mecânico",2,NA,NA,NA,"mecanico.moto","prof.intermediaria",1,NA,NA,NA,"longe","comprar.carro","gastar",0,"parar.trabalhar","parar.trabalhar","0","sem.custo",1,"sem.custo",1,"nao",0,NA,NA,"nacional",1,"periferia.sul","periferia",0,"Cidade Satélite Íris","Campinas","negativa",0,1.54,"E","baixa","baixa",21,"20+",17,"10+","45","de1a2quartos","Jaramataia","Campinas","trabalho","nenhum","nao","alguns","varios","tododia","sempre","1xsemana","menos1xano","SP",9,1,9,"10","10","10","casa",1,"proprio","2",NA,"2","3",1.5,2,"1a2SM",1,"2a4SM",2,"analfabeto","analfabeto","0",0,"aposentadotrabalhadorrural",1,"analfabeto","analfabeto","0",0,"aposentadaNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eneida Leal",3,7,8,NA,NA,1.11111111111111,1.66666666666667,NA,2.5,NA,0,2.5,2.5,0,NA,2.5,0,0,1.25,2,0,"1",0,NA,3,2.5,3382.03,0,2.5,1.25,1.14,"meio.fechada","coronal","surda"
"18","A","porque né? assim eu já sou","acostumado <A>","eu posso passar | S","acostumado","a-ko$-tu-'ma-do","o","meia.fechada","posterior","menos.anterior","mais.posterior","t","coronal","surda","atona","medial","adjetivo","adjetivo","lexical","nao","nao","nao","conversa","PBCP_2018MA-_JonasP",2018,"00:21:24.060","JonasP",NA,"PBCP_2018MA-_JonasP","MA-","PB","amostra2","masculino",23,"1a","medio","medio","3.5",6,"Agricultor",1,"motorista","com.perspec",1,"politico","prof.especializacao",2,NA,NA,NA,NA,"ajudar.outros","ajudar.outros",2,NA,NA,NA,"sem.custo",1,"nsai.ntem",0,"nao",0,NA,NA,"nacional",1,"periferia.norte","periferia",0,NA,"Engenheiro Coelho","positiva",2,2.17,"C2","baixa","media",17,"19-",6,"9-","26","de1a2quartos","Nova Holinda","EngenheiroCoelho","trabalho","maioria","varios","alguns","alguns","tododia","nunca","tododia","menos1xano","estado.origem",10,0,10,"10","9","10","casa",1,"alugado","2","1","3","3",1,2,"1a2SM",1,"1a2SM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marina Russo",10,10,9,NA,NA,3.33333333333333,0.833333333333333,5,5,NA,3.33333333333333,2.5,0,0,NA,2.5,0,5,1.25,1,NA,NA,NA,NA,2,2.5,NA,NA,1.25,1.25,2.66,"meio.fechada","coronal","surda"
"19","P","feio porque a gente não é","acostumado <P>","a ouvir e quando a","acostumado","a-ko$-tu-'ma-do","o","meia.fechada","posterior","menos.anterior","mais.posterior","t","coronal","surda","atona","medial","adjetivo","adjetivo","lexical","nao","nao","nao","conversa","PBCP_2018MA-_JonasP",2018,"00:21:51.608","JonasP",NA,"PBCP_2018MA-_JonasP","MA-","PB","amostra2","masculino",23,"1a","medio","medio","3.5",6,"Agricultor",1,"motorista","com.perspec",1,"politico","prof.especializacao",2,NA,NA,NA,NA,"ajudar.outros","ajudar.outros",2,NA,NA,NA,"sem.custo",1,"nsai.ntem",0,"nao",0,NA,NA,"nacional",1,"periferia.norte","periferia",0,NA,"Engenheiro Coelho","positiva",2,2.17,"C2","baixa","media",17,"19-",6,"9-","26","de1a2quartos","Nova Holinda","EngenheiroCoelho","trabalho","maioria","varios","alguns","alguns","tododia","nunca","tododia","menos1xano","estado.origem",10,0,10,"10","9","10","casa",1,"alugado","2","1","3","3",1,2,"1a2SM",1,"1a2SM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marina Russo",10,10,9,NA,NA,3.33333333333333,0.833333333333333,5,5,NA,3.33333333333333,2.5,0,0,NA,2.5,0,5,1.25,1,NA,NA,NA,NA,2,2.5,NA,NA,1.25,1.25,2.66,"meio.fechada","coronal","surda"
"20","P","dia | S aí eu fui","acostumando <P>","acostumando <P> (e foi nossa","acostumando","a-ko$-tu-'mA-do","o","meia.fechada","posterior","menos.anterior","mais.posterior","t","coronal","surda","atona","medial","verbo","verbo","lexical","nao","nao","nao","conversa","ALCP_2017MA-_WellingtonF",2017,"00:21:55.258","WellingtonF",NA,"ALCP_2017MA-_WellingtonF","MA-","AL","amostra2","masculino",21,"1a","medio","medio","3.5",6,"Garçom",1,"nao","sem.perspec",0,"bancario","prof.especializacao",2,"uber/carona","compartilhado",1,NA,"voltar.estado","voltar.estado",1,NA,NA,NA,"custo",2,"custo",2,"sim",1,"nacional",2,"nacional.internacional",2,NA,NA,NA,NA,"Campinas","positiva",2,2.67,"C1","media","media",19,"19-",2,"9-","10","ate1quarto","Arapiraca","Campinas","trabalho","maioria","nao","varios","varios","tododia","sempre","tododia","1xano","outro",10,1,10,"9","0","10","outros",0,"alugado","2","1","3","7",2.3,NA,"1a2SM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fernanda Guirelli",13,13,10,NA,NA,3.33333333333333,0.833333333333333,0,5,5,1.66666666666667,5,5,5,3.33333333333333,5,NA,5,1.25,NA,NA,NA,NA,NA,4.6,0,NA,NA,5,4.44444444444444,3.32,"meio.fechada","coronal","surda"
"21","P","S aí eu fui acostumando <P>","acostumando <P>","(e foi nossa senhora) aí","acostumando","a-ko$-tu-'mA-do","o","meia.fechada","posterior","menos.anterior","mais.posterior","t","coronal","surda","atona","medial","verbo","verbo","lexical","nao","nao","nao","conversa","ALCP_2017MA-_WellingtonF",2017,"00:22:11.608","WellingtonF",NA,"ALCP_2017MA-_WellingtonF","MA-","AL","amostra2","masculino",21,"1a","medio","medio","3.5",6,"Garçom",1,"nao","sem.perspec",0,"bancario","prof.especializacao",2,"uber/carona","compartilhado",1,NA,"voltar.estado","voltar.estado",1,NA,NA,NA,"custo",2,"custo",2,"sim",1,"nacional",2,"nacional.internacional",2,NA,NA,NA,NA,"Campinas","positiva",2,2.67,"C1","media","media",19,"19-",2,"9-","10","ate1quarto","Arapiraca","Campinas","trabalho","maioria","nao","varios","varios","tododia","sempre","tododia","1xano","outro",10,1,10,"9","0","10","outros",0,"alugado","2","1","3","7",2.3,NA,"1a2SM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fernanda Guirelli",13,13,10,NA,NA,3.33333333333333,0.833333333333333,0,5,5,1.66666666666667,5,5,5,3.33333333333333,5,NA,5,1.25,NA,NA,NA,NA,NA,4.6,0,NA,NA,5,4.44444444444444,3.32,"meio.fechada","coronal","surda"
"22","P","aí eu estou <E> aprendendo já","acostumando <P>","já com o jeito daqui","acostumando","a-ko$-tu-'mA-do","o","meia.fechada","posterior","menos.anterior","mais.posterior","t","coronal","surda","atona","medial","verbo","verbo","lexical","nao","nao","nao","conversa","ALCP_2018FB-_VeronicaS",2018,"00:22:13.458","VeronicaS",NA,"ALCP_2018FB-_VeronicaS","FB-","AL","amostra2","feminino",42,"2a.3a","fund2","fund","2.5",4,"faz tudo em uma empresa que produz isopor",1,"nao","sem.perspec",0,"cozinheira","prof.intermediaria",1,"bicicleta","publico",0,"perto","ajudar.outros","ajudar.outros",2,NA,NA,NA,"custo",2,"custo",2,"nao",0,NA,NA,"nacional",1,"periferia.norte","periferia",0,NA,"Holambra","positiva",2,2.38,"C2","baixa","media",38,"20+",4,"9-","10","ate1quarto","Marechal Deodoro","Holambra","trabalho","poucos","varios","alguns","alguns","tododia","nunca","tododia","nunca","SP",10,5,10,"10","8","10","casa",1,"alugado","3+","2","4","7",1.75,NA,"4+SM",3,"4+SM",3,NA,NA,NA,NA,"vigilante",1,NA,NA,NA,NA,"donadecasa",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andreza Parra",5,7,6,NA,NA,2.22222222222222,0.833333333333333,0,2.5,0,3.33333333333333,5,5,0,NA,2.5,0,5,3.75,3,NA,"1",NA,"0",3.5,2.5,NA,NA,5,1.25,2.99,"meio.fechada","coronal","surda"
"23","A","quando a gente está <E> se","acostumando <A>","de novo | D1 aí","acostumando","a-ko$-tu-'mA-do","o","meia.fechada","posterior","menos.anterior","mais.posterior","t","coronal","surda","atona","medial","verbo","verbo","lexical","nao","nao","nao","conversa","ALCP_2018FB-_VeronicaS",2018,"00:23:08.381","VeronicaS",NA,"ALCP_2018FB-_VeronicaS","FB-","AL","amostra2","feminino",42,"2a.3a","fund2","fund","2.5",4,"faz tudo em uma empresa que produz isopor",1,"nao","sem.perspec",0,"cozinheira","prof.intermediaria",1,"bicicleta","publico",0,"perto","ajudar.outros","ajudar.outros",2,NA,NA,NA,"custo",2,"custo",2,"nao",0,NA,NA,"nacional",1,"periferia.norte","periferia",0,NA,"Holambra","positiva",2,2.38,"C2","baixa","media",38,"20+",4,"9-","10","ate1quarto","Marechal Deodoro","Holambra","trabalho","poucos","varios","alguns","alguns","tododia","nunca","tododia","nunca","SP",10,5,10,"10","8","10","casa",1,"alugado","3+","2","4","7",1.75,NA,"4+SM",3,"4+SM",3,NA,NA,NA,NA,"vigilante",1,NA,NA,NA,NA,"donadecasa",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andreza Parra",5,7,6,NA,NA,2.22222222222222,0.833333333333333,0,2.5,0,3.33333333333333,5,5,0,NA,2.5,0,5,3.75,3,NA,"1",NA,"0",3.5,2.5,NA,NA,5,1.25,2.99,"meio.fechada","coronal","surda"
"24","A","D1 sim | S você acaba","acostumando <A>","| D1 isso é/ isso","acostumando","a-ko$-tu-'mA-do","o","meia.fechada","posterior","menos.anterior","mais.posterior","t","coronal","surda","atona","medial","verbo","verbo","lexical","nao","nao","nao","conversa","ALCP_2018MA-_FabianoJ",2018,"00:23:11.829","FabianoJ",NA,"ALCP_2018MA-_FabianoJ","MA-","AL","amostra2","masculino",22,"1a","medio","medio","3.5",6,"manutenção de estufa",2,"nao","sem.perspec",0,"tecnico em eletronica","prof.especializacao",2,"onibus","publico",0,"longe","ajudar.outros","ajudar.outros",2,NA,NA,NA,"custo",2,"custo",2,"nao",0,NA,NA,"nacional.internacional",2,"periferia.norte","periferia",0,NA,"Holambra","positiva",2,2,"D","baixa","baixa",19,"19-",2,"9-","9","ate1quarto","Girau do Ponciano","Holambra","trabalho","maioria","alguns","alguns","nao","1xsemana","sempre","tododia","1xano","estado.origem",9,1,10,"5","3","8","casa",1,"alugado","3+",NA,"4","4",1,3,"1SM",0,"2a4SM",2,NA,NA,NA,NA,"pedreiro",1,NA,NA,NA,NA,"donadecasa",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andreza Parra",9,9,11,NA,NA,3.33333333333333,1.66666666666667,0,5,0,3.33333333333333,5,5,0,NA,5,0,5,0,2,NA,"1",NA,"0",2,2.5,NA,NA,5,2.5,3.23,"meio.fechada","coronal","surda"
"25","P","dentro da empresa aí você vai","acostumando <P>","a falar sabia? | D1","acostumando","a-ko$-tu-'mA-do","o","meia.fechada","posterior","menos.anterior","mais.posterior","t","coronal","surda","atona","medial","verbo","verbo","lexical","nao","nao","nao","conversa","PBCP_2017FB-_JoelmaM",2017,"00:23:11.829","JoelmaM",NA,"PBCP_2017FB-_JoelmaM","FB-","PB","amostra2","feminino",33,"1a","medio","medio","3.5",6,"Auxiliar de Produção",1,"enfermagem","com.perspec",1,"enfermagem","prof.especializacao",2,"onibus","publico",0,"perto","ajudar.outros","ajudar.outros",2,NA,NA,NA,"sem.custo",1,"custo",2,"sim",1,"nacional",2,"nacional",1,"periferia.norte","periferia",0,"João Aranha","Paulínia","positiva",2,3,"C1","media","media",33,"20+",0,"9-","0","ate1quarto","Soledade","Paulinia","trabalho","nenhum","alguns","alguns","varios","1xmes","nunca","tododia","1xano","estado.origem",10,2,10,"10","10","10","casa",1,"alugado","3+","3+","4","4",1,3,"2a4SM",2,"2a4SM",2,NA,NA,NA,NA,"Aposentada",NA,NA,NA,NA,NA,"Aposentado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fernanda Guirelli",6,9,8,NA,NA,3.33333333333333,0.833333333333333,5,5,0,3.33333333333333,2.5,5,5,3.33333333333333,2.5,0,5,2.5,2,NA,NA,NA,NA,2,2.5,2672.33,NA,3.75,3.61111111111111,3.42,"meio.fechada","coronal","surda"
"26","P","eu acho que eu não vou","acostumar <P>","| D1 aham | S","acostumar","a-ko$-tu-'mar","o","meia.fechada","posterior","menos.anterior","mais.posterior","t","coronal","surda","atona","medial","verbo","verbo","lexical","nao","nao","nao","conversa","ALCP_2017MA-_WellingtonF",2017,"00:23:13.627","WellingtonF",NA,"ALCP_2017MA-_WellingtonF","MA-","AL","amostra2","masculino",21,"1a","medio","medio","3.5",6,"Garçom",1,"nao","sem.perspec",0,"bancario","prof.especializacao",2,"uber/carona","compartilhado",1,NA,"voltar.estado","voltar.estado",1,NA,NA,NA,"custo",2,"custo",2,"sim",1,"nacional",2,"nacional.internacional",2,NA,NA,NA,NA,"Campinas","positiva",2,2.67,"C1","media","media",19,"19-",2,"9-","10","ate1quarto","Arapiraca","Campinas","trabalho","maioria","nao","varios","varios","tododia","sempre","tododia","1xano","outro",10,1,10,"9","0","10","outros",0,"alugado","2","1","3","7",2.3,NA,"1a2SM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fernanda Guirelli",13,13,10,NA,NA,3.33333333333333,0.833333333333333,0,5,5,1.66666666666667,5,5,5,3.33333333333333,5,NA,5,1.25,NA,NA,NA,NA,NA,4.6,0,NA,NA,5,4.44444444444444,3.32,"meio.fechada","coronal","surda"
